Year,Admission Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2009/10,2009,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,26226
2009/10,2009,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,4877
2009/10,2009,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,105125
2009/10,2009,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,64216
2009/10,2009,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,14141
2009/10,2009,All codes,All admissions,All admissions,Number of admissions,Male,4529773
2009/10,2009,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,825362
2009/10,2009,C00-D48,All cancers,All cancers,Number of admissions,Male,689255
2009/10,2009,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,229319
2009/10,2009,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,502292
2009/10,2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,611831
2009/10,2009,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,46523
2009/10,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,13446
2009/10,2009,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,21937
2009/10,2009,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3995
2009/10,2009,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2009/10,2009,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,64167
2009/10,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,9111
2009/10,2009,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,15114
2009/10,2009,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,12196
2009/10,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,4341
2009/10,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,19842
2009/10,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3376
2009/10,2009,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,52346
2009/10,2009,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,62550
2009/10,2009,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,135684
2009/10,2009,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,188075
2009/10,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24661
2009/10,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,49255
2009/10,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9167
2009/10,2009,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,4991
2009/10,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,12107
2009/10,2009,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11154
2009/10,2009,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1943
2009/10,2009,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,42566
2009/10,2009,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,16815
2009/10,2009,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2009/10,2009,All codes,All admissions,All admissions,Number of admissions,Female,5212710
2009/10,2009,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,668129
2009/10,2009,C00-D48,All cancers,All cancers,Number of admissions,Female,725845
2009/10,2009,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,223877
2009/10,2009,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,375614
2009/10,2009,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,630264
2009/10,2009,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,36344
2009/10,2009,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,5362
2009/10,2009,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,8686
2009/10,2009,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,733
2009/10,2009,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6950
2009/10,2009,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19610
2009/10,2009,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4780
2009/10,2009,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,6041
2009/10,2009,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,10990
2009/10,2009,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,5743
2009/10,2009,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,14602
2009/10,2009,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2748
2009/10,2009,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,52094
2009/10,2009,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,58270
2009/10,2009,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,113931
2009/10,2009,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,94295
2009/10,2009,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,16657
2009/10,2009,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,51327
2009/10,2009,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2623
2009/10,2009,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2747
2009/10,2009,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11489
2009/10,2009,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,15072
2009/10,2009,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,2934
2009/10,2009,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,62559
2009/10,2009,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,47401
2009/10,2009,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,14141
2008/09,2008,All codes,All admissions,All admissions,Number of admissions,,9440259
2008/09,2008,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1492240
2008/09,2008,C00-D48,All cancers,All cancers,Number of admissions,,2757012
2008/09,2008,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,929074
2008/09,2008,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,1742166
2008/09,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,2352558
2008/09,2008,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,81990
2008/09,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,17415
2008/09,2008,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,32811
2008/09,2008,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4666
2008/09,2008,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,7118
2008/09,2008,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,85173
2008/09,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,12943
2008/09,2008,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,21844
2008/09,2008,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,22308
2008/09,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,11588
2008/09,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,34374
2008/09,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,6279
2008/09,2008,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,111243
2008/09,2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,114556
2008/09,2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,242744
2008/09,2008,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,296646
2008/09,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,41016
2008/09,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,95185
2008/09,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,12079
2008/09,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,7966
2008/09,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,23495
2008/09,2008,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,23217
2008/09,2008,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,4291
2008/09,2008,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,106638
2008/09,2008,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,62051
2008/09,2008,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,12604
2008/09,2008,All codes,All admissions,All admissions,Number of admissions,Male,4388181
2008/09,2008,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,824868
2008/09,2008,C00-D48,All cancers,All cancers,Number of admissions,Male,1343656
2008/09,2008,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,466220
2008/09,2008,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,997450
2008/09,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,1158562
2008/09,2008,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,46945
2008/09,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,12464
2008/09,2008,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,23775
2008/09,2008,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3910
2008/09,2008,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2008/09,2008,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,65495
2008/09,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,8424
2008/09,2008,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,15643
2008/09,2008,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,11237
2008/09,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,4996
2008/09,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,19862
2008/09,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3383
2008/09,2008,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,55529
2008/09,2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,58747
2008/09,2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,131438
2008/09,2008,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,196424
2008/09,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24213
2008/09,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,46598
2008/09,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9266
2008/09,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,5024
2008/09,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11875
2008/09,2008,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,9696
2008/09,2008,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1709
2008/09,2008,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,42615
2008/09,2008,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,15599
2008/09,2008,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2008/09,2008,All codes,All admissions,All admissions,Number of admissions,Female,5052078
2008/09,2008,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,667372
2008/09,2008,C00-D48,All cancers,All cancers,Number of admissions,Female,1413356
2008/09,2008,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,462854
2008/09,2008,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,744716
2008/09,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,1193996
2008/09,2008,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,35045
2008/09,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4951
2008/09,2008,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9036
2008/09,2008,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,756
2008/09,2008,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,7117
2008/09,2008,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19678
2008/09,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4519
2008/09,2008,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,6201
2008/09,2008,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,11071
2008/09,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,6592
2008/09,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,14512
2008/09,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2896
2008/09,2008,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,55714
2008/09,2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,55809
2008/09,2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,111306
2008/09,2008,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,100222
2008/09,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,16803
2008/09,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,48587
2008/09,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2813
2008/09,2008,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2942
2008/09,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11620
2008/09,2008,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,13521
2008/09,2008,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,2582
2008/09,2008,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,64023
2008/09,2008,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46452
2008/09,2008,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12604
2007/08,2007,All codes,All admissions,All admissions,Number of admissions,,8869965
2007/08,2007,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1438801
2007/08,2007,C00-D48,All cancers,All cancers,Number of admissions,,1322266
2007/08,2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,419744
2007/08,2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,851332
2007/08,2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,1093242
2007/08,2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,81887
2007/08,2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,15722
2007/08,2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,32864
2007/08,2007,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4528
2007/08,2007,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,6588
2007/08,2007,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,80829
2007/08,2007,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,11823
2007/08,2007,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,23339
2007/08,2007,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,21662
2007/08,2007,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,10847
2007/08,2007,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,32539
2007/08,2007,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5674
2007/08,2007,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,100267
2007/08,2007,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,97752
2007/08,2007,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,235222
2007/08,2007,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,301073
2007/08,2007,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,38079
2007/08,2007,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,92322
2007/08,2007,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,11668
2007/08,2007,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,8578
2007/08,2007,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,23201
2007/08,2007,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,19970
2007/08,2007,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,3561
2007/08,2007,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,104753
2007/08,2007,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,61897
2007/08,2007,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,12156
2007/08,2007,All codes,All admissions,All admissions,Number of admissions,Male,4123309
2007/08,2007,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,797400
2007/08,2007,C00-D48,All cancers,All cancers,Number of admissions,Male,642115
2007/08,2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,213945
2007/08,2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,486864
2007/08,2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,540498
2007/08,2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,48156
2007/08,2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,11013
2007/08,2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,23468
2007/08,2007,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3778
2007/08,2007,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2007/08,2007,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,61945
2007/08,2007,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,7793
2007/08,2007,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,16495
2007/08,2007,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,11005
2007/08,2007,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,4597
2007/08,2007,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,18411
2007/08,2007,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3154
2007/08,2007,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,51142
2007/08,2007,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,50489
2007/08,2007,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,127041
2007/08,2007,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,198602
2007/08,2007,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,22692
2007/08,2007,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,44767
2007/08,2007,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9019
2007/08,2007,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,5405
2007/08,2007,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11860
2007/08,2007,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,8130
2007/08,2007,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1373
2007/08,2007,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,42015
2007/08,2007,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,14958
2007/08,2007,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2007/08,2007,All codes,All admissions,All admissions,Number of admissions,Female,4746656
2007/08,2007,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,641401
2007/08,2007,C00-D48,All cancers,All cancers,Number of admissions,Female,680151
2007/08,2007,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,205799
2007/08,2007,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,364468
2007/08,2007,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,552744
2007/08,2007,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,33731
2007/08,2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4709
2007/08,2007,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9396
2007/08,2007,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,750
2007/08,2007,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6530
2007/08,2007,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,18884
2007/08,2007,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4030
2007/08,2007,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,6844
2007/08,2007,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,10657
2007/08,2007,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,6250
2007/08,2007,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,14128
2007/08,2007,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2520
2007/08,2007,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,49125
2007/08,2007,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,47263
2007/08,2007,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,108181
2007/08,2007,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,102471
2007/08,2007,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,15387
2007/08,2007,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,47555
2007/08,2007,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2649
